Date,DayOfWeek,Month,Population,Events,HistoricalBloodUsage,HospitalAdmissions,BloodDonorsAvailable,Temperature,PredictedBloodDemand
2022-05-18,2,5,70611,0,236,94,141,24.870019211573826,216
2022-05-19,3,5,198056,0,257,33,124,38.83310662217846,185
2022-05-20,4,5,64060,0,269,40,93,27.128297692858368,261
2022-05-21,5,5,93303,0,193,55,118,39.34451252447322,171
2022-05-22,6,5,89711,0,239,90,145,15.204958028274055,221
2022-05-23,0,5,193026,0,181,66,94,37.47038437015867,153
2022-05-24,1,5,123340,0,222,52,33,38.27801129858376,234
2022-05-25,2,5,152974,0,139,69,57,39.02552339413033,200
2022-05-26,3,5,199646,0,77,52,64,15.326913354365372,97
2022-05-27,4,5,190256,0,145,45,94,19.292520913757727,126
2022-05-28,5,5,117728,0,286,90,48,31.344112577330904,358
2022-05-29,6,5,61246,0,243,97,37,15.636817293377678,312
2022-05-30,0,5,199453,0,80,60,39,16.59022490441252,114
2022-05-31,1,5,177796,1,52,82,33,20.526971842336046,149
2022-06-01,2,6,142263,0,295,54,73,27.810994218597106,299
2022-06-02,3,6,185090,0,185,73,50,28.64756398167019,221
2022-06-03,4,6,61302,0,73,41,77,15.856528069837609,65
2022-06-04,5,6,117506,0,64,38,123,19.259181269538278,50
2022-06-05,6,6,91157,0,220,41,147,27.492641833366385,126
2022-06-06,0,6,104917,0,208,98,44,29.84851552358513,249
2022-06-07,1,6,146646,0,250,83,38,18.710042412155385,295
2022-06-08,2,6,133122,0,280,83,22,24.971035298674266,351
2022-06-09,3,6,74519,0,94,57,105,37.610035912923806,55
2022-06-10,4,6,130910,0,243,85,28,39.9724821761543,332
2022-06-11,5,6,170430,0,57,98,113,39.68036137077853,81
2022-06-12,6,6,121324,0,120,87,39,37.04186275717181,175
2022-06-13,0,6,55408,0,297,71,54,24.866502198748645,344
2022-06-14,1,6,109379,0,157,67,72,32.1643573018696,166
2022-06-15,2,6,75053,0,164,97,129,25.414805694604965,163
2022-06-16,3,6,190518,0,152,82,23,31.21317567060507,211
2022-06-17,4,6,181994,0,283,62,121,22.73581177423708,237
2022-06-18,5,6,148723,0,174,85,66,30.155056340258298,220
2022-06-19,6,6,101356,0,106,80,113,28.093962413821245,85
2022-06-20,0,6,60789,0,257,72,67,15.612006645329998,270
2022-06-21,1,6,147720,0,276,44,110,34.767572593652844,209
2022-06-22,2,6,116656,1,79,67,103,15.29744580612889,149
2022-06-23,3,6,94028,0,251,44,87,22.328898556332543,232
2022-06-24,4,6,114484,0,279,34,144,15.14810163635006,222
2022-06-25,5,6,82154,0,195,83,92,24.405035332379953,198
2022-06-26,6,6,52336,0,163,80,23,16.579013204103482,247
2022-06-27,0,6,153677,0,246,39,95,37.83777417078103,245
2022-06-28,1,6,117779,0,166,41,92,25.391982379071713,173
2022-06-29,2,6,69029,0,270,33,96,26.48739437161025,216
2022-06-30,3,6,109201,0,216,47,67,23.746255902271372,222
2022-07-01,4,7,82265,1,109,65,121,30.687653855044154,99
2022-07-02,5,7,152916,0,147,54,125,34.61020291545509,84
2022-07-03,6,7,96197,0,220,65,96,31.203668576224448,215
2022-07-04,0,7,175733,0,175,96,58,33.705177959878185,227
2022-07-05,1,7,121907,0,222,38,77,37.64934158773151,212
2022-07-06,2,7,178876,0,200,90,38,36.58866329178572,251
2022-07-07,3,7,114435,0,246,82,107,31.851461318842397,280
2022-07-08,4,7,90631,0,143,47,132,20.365949072610714,54
2022-07-09,5,7,179038,0,183,72,96,30.94257127604822,159
2022-07-10,6,7,70103,0,233,64,96,27.652077393512773,264
2022-07-11,0,7,114772,0,171,92,47,32.930480775260506,210
2022-07-12,1,7,176108,0,287,33,85,35.82329120982287,298
2022-07-13,2,7,64382,0,157,70,29,33.568037429660436,214
2022-07-14,3,7,134291,0,53,74,145,36.16402924903213,50
2022-07-15,4,7,151195,0,142,79,77,16.596659333525597,168
2022-07-16,5,7,184828,1,200,57,144,15.790500955936599,183
2022-07-17,6,7,70609,0,55,71,131,21.46251419248985,50
2022-07-18,0,7,197550,1,81,98,103,37.51665210271571,125
2022-07-19,1,7,125683,0,155,30,115,35.591481274599346,124
2022-07-20,2,7,174714,0,195,68,52,32.068182444882794,233
2022-07-21,3,7,180330,0,64,46,66,32.51896668599289,81
2022-07-22,4,7,121315,0,217,64,131,33.16676173145531,158
2022-07-23,5,7,127834,0,171,75,62,38.565067512118674,214
2022-07-24,6,7,176205,0,145,71,27,35.80477880768894,209
2022-07-25,0,7,64153,0,250,68,22,30.58475967567619,282
2022-07-26,1,7,126325,0,278,78,144,31.642885881428512,245
2022-07-27,2,7,194071,0,251,91,31,20.343506551528048,291
2022-07-28,3,7,105318,0,261,67,103,31.432970628906812,212
2022-07-29,4,7,181886,0,55,52,35,25.616975310461463,96
2022-07-30,5,7,165033,0,161,51,97,18.824046765143592,128
2022-07-31,6,7,126077,0,169,33,78,35.160070481164354,176
2022-08-01,0,8,140474,0,172,78,82,27.75617749507864,218
2022-08-02,1,8,183515,0,240,88,68,39.43562604223554,269
2022-08-03,2,8,123319,0,116,97,70,22.041983861863123,147
2022-08-04,3,8,175885,0,155,31,52,27.01675280762692,160
2022-08-05,4,8,159777,0,188,78,49,26.199886366721703,243
2022-08-06,5,8,67368,0,92,60,95,18.019488060814467,96
2022-08-07,6,8,196400,0,194,69,34,25.652881970769485,254
2022-08-08,0,8,141751,0,145,77,101,22.188836410523123,155
2022-08-09,1,8,77306,0,181,80,111,19.00801178417336,166
2022-08-10,2,8,87219,0,240,72,42,22.05388960090348,260
2022-08-11,3,8,110279,0,245,84,113,20.8312922816598,208
2022-08-12,4,8,103028,0,130,78,64,33.351838275146946,138
2022-08-13,5,8,154263,0,90,86,81,15.769379456479003,87
2022-08-14,6,8,50126,0,260,44,34,30.43656869783053,271
2022-08-15,0,8,102329,0,182,56,65,34.01653355059016,185
2022-08-16,1,8,77632,0,209,97,83,27.01808641172433,267
2022-08-17,2,8,159945,0,263,93,94,38.28912450019796,313
2022-08-18,3,8,105176,0,297,59,71,32.69701738091338,285
2022-08-19,4,8,184869,0,247,65,107,33.69809128278543,260
2022-08-20,5,8,194790,0,84,96,76,19.923337186021755,104
2022-08-21,6,8,84560,0,71,78,102,34.43238939597684,76
2022-08-22,0,8,126589,0,242,84,85,35.802368402077875,239
2022-08-23,1,8,72116,0,261,85,39,24.03165971014974,309
2022-08-24,2,8,182717,0,199,97,52,20.33407670082428,218
2022-08-25,3,8,174085,0,161,73,91,24.626266980090417,188
2022-08-26,4,8,167718,0,296,60,44,33.49019922500343,322
2022-08-27,5,8,69256,0,60,87,65,25.44097514671757,85
2022-08-28,6,8,150158,0,254,82,92,33.4162968806197,267
2022-08-29,0,8,169719,0,283,52,117,17.839113524438442,216
2022-08-30,1,8,118244,0,52,57,76,35.15029276221211,55
2022-08-31,2,8,192766,0,186,45,106,21.330187041058934,173
2022-09-01,3,9,106264,0,109,66,74,21.223224692864843,141
2022-09-02,4,9,107545,0,125,50,80,29.75952413009652,120
2022-09-03,5,9,89224,0,136,46,108,16.752951143674743,74
2022-09-04,6,9,147945,0,63,66,27,15.657443167116714,119
2022-09-05,0,9,63224,0,274,48,35,21.52571663233623,276
2022-09-06,1,9,90738,0,67,59,135,28.451688768370566,50
2022-09-07,2,9,113731,0,162,74,80,37.69040965563068,169
2022-09-08,3,9,189649,0,282,47,34,36.16087940768267,326
2022-09-09,4,9,58070,0,122,91,121,27.261161498024386,130
2022-09-10,5,9,176161,0,72,65,73,15.926299842337318,95
2022-09-11,6,9,58666,0,251,81,33,28.381318365732728,306
2022-09-12,0,9,107761,0,132,48,55,32.619889998132386,155
2022-09-13,1,9,86368,0,174,73,124,23.479113313125843,124
2022-09-14,2,9,187855,0,224,36,101,17.776582582041367,182
2022-09-15,3,9,91914,0,118,73,86,21.964198830141484,142
2022-09-16,4,9,177738,0,96,97,29,34.28972161169535,192
2022-09-17,5,9,117526,0,165,63,68,23.781095807083208,176
2022-09-18,6,9,69956,0,264,95,130,35.29953726714275,209
2022-09-19,0,9,96240,0,79,98,84,22.988036295186895,76
2022-09-20,1,9,171008,0,74,84,76,19.088875960345455,85
2022-09-21,2,9,144270,0,205,39,46,25.896208987840204,212
2022-09-22,3,9,54757,0,275,71,132,26.306862807228473,224
2022-09-23,4,9,69097,0,286,70,90,15.402705463733424,337
2022-09-24,5,9,191467,0,297,98,102,17.926126817658155,294
2022-09-25,6,9,197313,0,161,39,76,19.623150469320436,144
2022-09-26,0,9,153892,0,288,39,139,17.83968293446687,224
2022-09-27,1,9,120480,0,74,89,112,23.538151885534095,97
2022-09-28,2,9,96163,0,123,80,34,39.11557139042545,166
2022-09-29,3,9,69816,0,255,50,130,27.73056345817695,213
2022-09-30,4,9,102853,0,283,37,120,30.68890059676616,244
2022-10-01,5,10,146731,0,298,94,138,23.909661963075706,273
2022-10-02,6,10,112823,0,287,59,95,23.087194041078654,242
2022-10-03,0,10,51759,0,107,78,39,15.578669297875209,151
2022-10-04,1,10,142374,0,143,38,92,27.508341391900558,90
2022-10-05,2,10,183554,0,168,46,141,27.090225168791658,97
2022-10-06,3,10,74442,0,176,98,60,18.945768154528075,208
2022-10-07,4,10,143501,0,218,87,149,34.10810000516759,213
2022-10-08,5,10,52079,0,74,86,42,27.316858257775074,122
2022-10-09,6,10,183789,0,127,91,42,23.474849254039334,171
2022-10-10,0,10,109676,0,148,81,28,18.672722725573173,203
2022-10-11,1,10,140397,0,165,90,32,28.80402067427531,241
2022-10-12,2,10,122847,0,97,69,70,33.820425652220244,112
2022-10-13,3,10,143607,0,275,67,83,22.049983817124293,264
2022-10-14,4,10,199521,0,59,72,71,20.469858789418062,106
2022-10-15,5,10,114077,0,148,92,57,28.048374101614424,220
2022-10-16,6,10,88258,0,252,48,119,18.883582562750423,190
2022-10-17,0,10,187717,0,60,79,70,31.665334664857124,116
2022-10-18,1,10,169771,0,134,62,74,30.13359069860576,141
2022-10-19,2,10,88000,0,198,42,128,17.177051239785715,117
2022-10-20,3,10,76737,0,263,91,63,15.913009484534347,270
2022-10-21,4,10,61485,0,222,72,129,30.507216314714622,208
2022-10-22,5,10,88565,0,184,78,147,22.35734434971852,123
2022-10-23,6,10,169614,0,296,65,124,17.161143829334964,267
2022-10-24,0,10,115155,0,258,39,29,33.985717623912166,268
2022-10-25,1,10,102487,0,241,35,119,22.851100075441103,156
2022-10-26,2,10,179948,0,175,86,128,26.48998874095559,179
2022-10-27,3,10,62342,0,113,30,127,20.92032318634423,50
2022-10-28,4,10,90806,0,51,87,113,30.682926958949114,78
2022-10-29,5,10,98770,0,125,50,82,22.537210383858987,133
2022-10-30,6,10,128623,0,170,85,103,39.20052403069071,162
2022-10-31,0,10,153177,0,91,49,44,32.57368871542266,98
2022-11-01,1,11,181026,0,259,83,31,18.418056909336645,287
2022-11-02,2,11,125629,0,103,54,44,25.41737099183667,134
2022-11-03,3,11,170993,0,124,57,30,24.635527493246965,170
2022-11-04,4,11,176944,0,65,34,83,28.35617776800958,50
2022-11-05,5,11,155947,0,290,50,145,36.04826686198133,221
2022-11-06,6,11,76399,0,292,47,69,29.585550379575043,274
2022-11-07,0,11,178177,0,67,76,108,16.538916939999982,50
2022-11-08,1,11,159575,1,276,99,118,31.385392420071376,346
2022-11-09,2,11,160904,0,294,86,135,15.20663244864646,322
2022-11-10,3,11,80678,0,236,48,115,34.49901151350983,223
2022-11-11,4,11,126218,0,139,94,33,31.66590181028105,220
2022-11-12,5,11,113230,0,193,32,20,22.71964145881465,212
2022-11-13,6,11,124055,0,55,71,44,22.311045114737894,91
2022-11-14,0,11,122258,0,234,50,91,34.95682491365764,204
2022-11-15,1,11,89986,0,157,69,88,34.58341729811551,117
2022-11-16,2,11,135595,0,284,96,124,23.807558859418997,298
2022-11-17,3,11,151358,0,224,54,42,22.473693201994507,236
2022-11-18,4,11,114929,0,288,84,28,28.995619722069748,333
2022-11-19,5,11,123506,0,97,81,137,15.209141499603604,89
2022-11-20,6,11,84911,0,91,73,113,17.06667594966356,95
2022-11-21,0,11,137127,0,125,85,52,18.154239753718418,173
2022-11-22,1,11,163453,0,237,84,149,19.635295445679354,182
2022-11-23,2,11,134458,0,126,99,33,27.800453166886726,184
2022-11-24,3,11,62175,0,181,95,20,39.80604787152805,253
2022-11-25,4,11,169235,0,280,48,109,31.315335043683838,278
2022-11-26,5,11,104771,0,295,36,108,16.532469861230588,269
2022-11-27,6,11,177157,0,179,92,109,28.139484351556042,181
2022-11-28,0,11,171300,0,267,71,33,27.41613030973761,327
2022-11-29,1,11,136925,0,108,71,130,18.60419539545124,65
2022-11-30,2,11,116358,0,204,88,102,38.00680922006019,199
2022-12-01,3,12,198399,0,76,49,91,26.019131191884224,74
2022-12-02,4,12,97057,0,128,46,149,39.86397851524349,77
2022-12-03,5,12,56150,0,121,56,46,25.501807381304108,144
2022-12-04,6,12,54425,1,56,76,93,30.19894256709023,110
2022-12-05,0,12,66032,0,240,31,118,17.619063411286003,169
2022-12-06,1,12,52198,0,160,92,91,26.35569559517173,182
2022-12-07,2,12,194931,0,168,91,42,20.969147350099334,272
2022-12-08,3,12,168865,0,223,48,87,35.88911996428088,202
2022-12-09,4,12,189777,0,112,46,136,34.5979896216885,86
2022-12-10,5,12,73236,0,281,98,125,35.60449999063396,276
2022-12-11,6,12,137955,0,173,68,112,33.090235943948784,156
2022-12-12,0,12,153145,0,61,68,84,35.81708059050128,60
2022-12-13,1,12,196430,0,190,65,87,20.02071875437302,185
2022-12-14,2,12,144914,0,92,69,147,26.30109441449504,50
2022-12-15,3,12,152870,0,66,74,82,32.2961719986492,80
2022-12-16,4,12,166243,0,112,33,132,30.934812448378374,50
2022-12-17,5,12,64596,0,258,54,109,32.90886207185217,276
2022-12-18,6,12,182351,0,169,98,100,20.606459578780793,189
2022-12-19,0,12,161496,0,85,59,122,17.460867726124743,54
2022-12-20,1,12,180273,0,262,97,135,37.92016445186941,255
2022-12-21,2,12,188155,0,57,58,32,29.00429738918396,66
2022-12-22,3,12,170674,0,118,97,143,18.845648112685275,63
2022-12-23,4,12,170307,0,139,80,107,34.83591454718404,145
2022-12-24,5,12,198843,0,257,53,30,37.873248415732064,293
2022-12-25,6,12,69063,0,85,43,34,19.239087964277726,123
2022-12-26,0,12,117642,0,77,98,29,35.435311381727765,159
2022-12-27,1,12,140093,0,167,47,60,38.33062653297821,158
2022-12-28,2,12,85954,0,142,71,92,38.45904000740043,119
2022-12-29,3,12,77856,0,224,86,71,37.853911541337524,274
2022-12-30,4,12,52573,0,125,41,147,28.66052530900257,67
2022-12-31,5,12,85367,0,150,46,47,23.905282931346733,142
2023-01-01,6,1,149608,0,207,59,84,15.181820192350232,195
2023-01-02,0,1,110774,0,200,52,36,16.522805671788177,240
2023-01-03,1,1,73752,0,193,30,114,25.720975382434766,112
2023-01-04,2,1,105029,0,63,61,82,24.98315365978776,61
2023-01-05,3,1,198757,0,251,38,57,19.61784773924708,287
2023-01-06,4,1,180282,0,120,44,89,24.88700070079142,91
2023-01-07,5,1,101693,0,286,57,123,19.366251636384202,253
2023-01-08,6,1,166739,0,229,53,72,36.21978131939601,210
2023-01-09,0,1,105961,0,173,89,138,22.45487194688997,162
2023-01-10,1,1,176678,0,174,64,93,29.96410875395775,175
2023-01-11,2,1,124532,0,86,56,73,27.57107654997717,102
2023-01-12,3,1,131994,0,78,49,39,16.297051939849805,94
2023-01-13,4,1,106133,0,244,94,98,38.555842987279156,286
2023-01-14,5,1,111268,0,192,78,50,28.18064945626208,219
2023-01-15,6,1,81653,0,277,30,77,23.12644108479538,284
2023-01-16,0,1,171829,0,224,39,124,18.953164240826705,172
2023-01-17,1,1,178377,0,223,76,29,23.463165868170893,311
2023-01-18,2,1,51622,0,229,88,29,15.512790075584737,293
2023-01-19,3,1,98756,0,68,91,58,24.088953883707443,120
2023-01-20,4,1,90809,0,254,47,56,28.28714818261262,268
2023-01-21,5,1,66725,0,155,75,138,36.79665614627362,145
2023-01-22,6,1,101226,0,70,61,86,32.18436044244494,67
2023-01-23,0,1,131182,0,113,56,62,17.789557828331034,136
2023-01-24,1,1,79402,0,214,47,71,18.693658110949027,237
2023-01-25,2,1,54263,0,76,68,120,25.70308419545937,63
2023-01-26,3,1,97924,0,104,78,75,19.892693790969695,86
2023-01-27,4,1,124182,0,293,73,95,15.696244439568893,296
2023-01-28,5,1,192736,0,78,83,87,35.12537200295176,103
2023-01-29,6,1,85737,0,197,63,125,15.488064267449854,178
2023-01-30,0,1,151332,0,74,65,144,35.76724012995035,50
2023-01-31,1,1,139563,0,119,47,111,18.602599075824152,104
2023-02-01,2,2,178575,0,112,67,42,39.3669602701779,152
2023-02-02,3,2,151371,0,213,88,128,30.096847795654753,201
2023-02-03,4,2,88709,0,179,38,80,33.37457429074739,158
2023-02-04,5,2,71172,0,199,80,63,17.76209069920162,245
2023-02-05,6,2,61555,0,273,64,35,36.552601836287,266
2023-02-06,0,2,103276,1,65,34,41,35.97980857178846,137
2023-02-07,1,2,107492,0,195,43,76,31.324818288542943,145
2023-02-08,2,2,139599,0,246,59,81,27.556871614884685,260
2023-02-09,3,2,61046,0,231,33,126,33.037229328291815,158
2023-02-10,4,2,166021,0,149,68,90,15.148205383421955,129
2023-02-11,5,2,54853,0,79,93,109,29.811018884961484,83
2023-02-12,6,2,170900,0,94,54,91,36.18515337323092,88
2023-02-13,0,2,109129,0,68,57,89,23.92249717936887,51
2023-02-14,1,2,164130,0,264,95,49,17.707233912072923,331
2023-02-15,2,2,196922,0,83,51,122,25.521931243580156,50
2023-02-16,3,2,193184,0,190,60,51,33.17761122646267,179
2023-02-17,4,2,171789,0,220,52,105,17.682530259266812,174
2023-02-18,5,2,88890,0,111,77,76,20.15121400532225,139
2023-02-19,6,2,116017,0,167,49,128,18.6887961707175,129
2023-02-20,0,2,182596,1,270,67,28,34.92369388938062,354
2023-02-21,1,2,150424,0,149,84,50,16.57231556131217,184
2023-02-22,2,2,65048,0,71,97,90,32.164662552860825,93
2023-02-23,3,2,104912,0,229,30,32,24.161423018829783,244
2023-02-24,4,2,84008,0,229,36,54,33.89478107213256,210
2023-02-25,5,2,181132,0,160,86,40,39.109585469600944,223
2023-02-26,6,2,133559,0,213,41,83,17.86363248966206,153
2023-02-27,0,2,105337,0,122,34,114,22.859626026686463,99
2023-02-28,1,2,160616,0,280,79,53,35.253135692971426,320
2023-03-01,2,3,63350,0,292,71,140,21.65395965127941,271
2023-03-02,3,3,74354,0,196,41,34,20.378014926151025,216
2023-03-03,4,3,95186,0,87,47,139,35.63444944672429,50
2023-03-04,5,3,78145,0,119,95,115,39.67705910014926,143
2023-03-05,6,3,136123,0,165,46,25,28.922014753699145,183
2023-03-06,0,3,70581,0,288,97,128,21.95121870833348,296
2023-03-07,1,3,138929,0,128,91,116,24.96414904000135,107
2023-03-08,2,3,73051,0,234,70,51,19.253258184590223,266
2023-03-09,3,3,101474,0,197,63,102,34.04718197226882,193
2023-03-10,4,3,141748,0,58,99,137,34.3368504455692,63
2023-03-11,5,3,175995,0,81,74,98,36.87802480956236,74
2023-03-12,6,3,119626,0,181,87,97,15.665064089914097,180
2023-03-13,0,3,56960,0,99,80,126,29.049533540659482,92
2023-03-14,1,3,86408,1,131,63,145,20.35638585857961,143
2023-03-15,2,3,144006,0,54,73,34,23.522075387308927,114
2023-03-16,3,3,107134,0,197,44,92,34.623890382162685,176
2023-03-17,4,3,182413,0,136,99,120,19.800841309037402,151
2023-03-18,5,3,140327,0,175,79,117,30.958543764527242,152
2023-03-19,6,3,181410,0,124,61,45,31.364154780589953,175
2023-03-20,0,3,193326,0,214,96,111,38.852347872557516,218
2023-03-21,1,3,61344,0,71,32,144,34.37902321322343,50
2023-03-22,2,3,182822,0,235,80,92,35.09087867884234,280
2023-03-23,3,3,117957,0,117,96,142,28.290018725447336,130
2023-03-24,4,3,155423,0,270,77,72,19.669520179059266,291
2023-03-25,5,3,108053,0,93,46,97,25.63908414295879,65
2023-03-26,6,3,196968,0,83,36,111,28.737239337795508,50
2023-03-27,0,3,127454,1,126,42,107,31.960481292842807,132
2023-03-28,1,3,140600,0,91,95,32,30.19272779579818,141
2023-03-29,2,3,172732,0,186,33,62,24.849445722931087,172
2023-03-30,3,3,87641,0,155,39,95,21.632827674896035,105
2023-03-31,4,3,79711,0,144,46,70,19.205771080092077,129
2023-04-01,5,4,120342,0,184,81,38,32.346134656806655,250
2023-04-02,6,4,156896,0,117,35,141,31.134966857812124,50
2023-04-03,0,4,193254,0,196,98,43,32.184311643945165,271
2023-04-04,1,4,137833,1,283,38,45,24.31318632006987,345
2023-04-05,2,4,106276,0,271,50,139,21.560195564268625,150
2023-04-06,3,4,69541,0,208,53,101,33.99303321702313,160
2023-04-07,4,4,144457,0,177,33,119,34.34118487638335,140
2023-04-08,5,4,94813,0,212,53,36,26.390409349171016,248
2023-04-09,6,4,189892,0,234,88,87,30.297602119183104,237
2023-04-10,0,4,74070,0,134,32,63,24.33799160579353,117
2023-04-11,1,4,192194,0,238,97,80,32.54868000299517,279
2023-04-12,2,4,130559,0,208,69,142,35.893039916196784,146
2023-04-13,3,4,91786,0,132,77,112,32.20583193339124,165
2023-04-14,4,4,187809,0,144,83,93,27.814565671178414,151
2023-04-15,5,4,86062,0,230,64,86,26.466448987309256,192
2023-04-16,6,4,101571,0,81,85,130,31.057991274393608,62
2023-04-17,0,4,75510,0,115,69,21,31.995272290033256,186
2023-04-18,1,4,69426,1,236,97,108,28.968236088113475,297
2023-04-19,2,4,87265,1,165,75,45,30.623556877684877,271
2023-04-20,3,4,198922,0,187,42,118,17.414717062363305,167
2023-04-21,4,4,116150,0,179,56,46,38.794137903558166,198
2023-04-22,5,4,137312,0,243,35,108,34.769326593300846,193
2023-04-23,6,4,139613,0,109,46,20,24.348196742669593,151
2023-04-24,0,4,124910,0,265,65,122,29.070315273840748,258
2023-04-25,1,4,102375,0,66,31,60,16.183113253410532,64
2023-04-26,2,4,171826,0,145,81,70,16.03069534997651,163
2023-04-27,3,4,85435,1,193,95,34,21.269958377799068,267
2023-04-28,4,4,146443,0,65,81,27,32.24254105911558,119
2023-04-29,5,4,184055,0,95,72,57,36.30369369500029,120
2023-04-30,6,4,73510,0,216,51,133,28.97964699949621,162
2023-05-01,0,5,144071,0,294,84,102,28.303318489558812,318
2023-05-02,1,5,56640,0,208,96,75,25.05773834478665,249
2023-05-03,2,5,94547,0,156,89,122,19.039948898950527,190
2023-05-04,3,5,104620,0,137,87,121,17.958852533164688,139
2023-05-05,4,5,196389,0,178,41,97,34.01699403052415,141
2023-05-06,5,5,165608,0,188,98,102,38.187588782414394,241
2023-05-07,6,5,57564,0,168,68,49,26.45708040965683,179
2023-05-08,0,5,163824,0,134,42,24,31.486141467890956,149
2023-05-09,1,5,129273,0,53,70,138,37.86144127202353,50
2023-05-10,2,5,124859,0,120,86,50,17.252840823353615,170
2023-05-11,3,5,160017,0,203,82,42,34.26203632797575,234
2023-05-12,4,5,173618,0,160,41,67,30.420422109389378,163
2023-05-13,5,5,175341,0,99,42,128,29.965929470746534,50
2023-05-14,6,5,79430,0,189,86,59,22.313510712039246,209
2023-05-15,0,5,77788,0,144,69,25,32.097333869441925,211
2023-05-16,1,5,194991,0,258,74,57,34.869943870519414,301
2023-05-17,2,5,119346,0,274,64,119,17.821454123592428,305
2023-05-18,3,5,146122,1,252,32,46,28.338035774524595,297
2023-05-19,4,5,89974,1,141,34,88,17.531629524685243,178
2023-05-20,5,5,157309,0,273,40,76,36.814350482441114,261
2023-05-21,6,5,66371,0,114,85,36,27.690918066408685,175
2023-05-22,0,5,95084,0,96,39,90,35.199142231518934,56
2023-05-23,1,5,111916,0,269,63,66,24.202140941655358,290
2023-05-24,2,5,123972,0,230,96,98,18.126955670408137,230
2023-05-25,3,5,62984,0,155,60,129,16.037482609642787,92
2023-05-26,4,5,83039,0,248,95,32,22.037740519309388,315
2023-05-27,5,5,135431,0,179,99,143,21.10584250910196,225
2023-05-28,6,5,133691,0,155,70,128,29.008799350499046,155
2023-05-29,0,5,108606,0,73,92,109,15.543470951592685,84
2023-05-30,1,5,191688,1,53,61,105,28.014263607479336,86
2023-05-31,2,5,152665,0,157,49,111,24.79429355030008,154
2023-06-01,3,6,155373,0,68,86,43,29.428056747861056,104
2023-06-02,4,6,74574,0,203,79,92,32.56043820375912,248
2023-06-03,5,6,184502,0,252,54,23,30.852298626995974,282
2023-06-04,6,6,193748,0,89,41,132,39.61610923433416,53
2023-06-05,0,6,191888,0,99,68,65,18.456633596921776,139
2023-06-06,1,6,82733,1,220,46,37,25.743425223244465,313
2023-06-07,2,6,52050,0,124,74,62,25.62076841608278,134
2023-06-08,3,6,159996,0,286,40,112,25.426330092573018,257
2023-06-09,4,6,83933,0,244,99,122,31.594959801066707,240
2023-06-10,5,6,74951,0,61,52,143,27.24570151366806,50
2023-06-11,6,6,82413,1,244,99,29,27.935813995324075,372
2023-06-12,0,6,162573,0,283,67,92,25.808899803669117,280
2023-06-13,1,6,185566,0,76,31,50,39.792486525464064,65
2023-06-14,2,6,172744,0,162,66,79,38.189033720476054,199
2023-06-15,3,6,139431,0,231,78,137,22.693104734109273,243
2023-06-16,4,6,93001,0,243,81,33,17.78984811916668,327
2023-06-17,5,6,117364,0,98,62,21,35.99411810096507,131
2023-06-18,6,6,174988,0,193,51,43,39.92925628564311,207
2023-06-19,0,6,95028,0,179,34,83,22.31522235099114,161
2023-06-20,1,6,181878,0,109,47,119,23.944623146044158,50
2023-06-21,2,6,174343,0,231,67,133,38.54082953713007,147
2023-06-22,3,6,178301,0,79,66,43,32.77823795007725,129
2023-06-23,4,6,176295,0,133,93,110,22.390958294490904,118
2023-06-24,5,6,84636,0,215,39,45,29.52616228209788,220
2023-06-25,6,6,74262,0,77,71,84,38.6057394841064,99
2023-06-26,0,6,130435,0,74,77,139,35.295327673644465,94
2023-06-27,1,6,178583,0,145,73,23,33.54581784321649,191
2023-06-28,2,6,91844,0,174,45,20,33.424907793175564,198
2023-06-29,3,6,114754,0,59,83,69,19.45050810730676,61
2023-06-30,4,6,127129,0,237,64,129,35.617030980698416,257
2023-07-01,5,7,90042,0,91,57,93,21.902965811086453,95
2023-07-02,6,7,111665,0,89,31,81,38.259166447538234,75
2023-07-03,0,7,166953,0,274,42,100,24.115999775344577,225
2023-07-04,1,7,195271,0,126,70,75,36.44150992605641,115
2023-07-05,2,7,168533,0,297,88,130,21.655837362945036,287
2023-07-06,3,7,123781,0,154,98,40,27.863173414556012,235
2023-07-07,4,7,116262,0,167,82,28,17.672132387226515,214
2023-07-08,5,7,96600,0,91,74,89,31.50297257490435,96
2023-07-09,6,7,126898,0,96,49,148,35.90198187917096,68
2023-07-10,0,7,199369,0,214,53,137,32.9611820325604,172
2023-07-11,1,7,80448,0,295,90,75,28.08146282346643,325
2023-07-12,2,7,76172,0,257,87,50,16.127896965036488,293
2023-07-13,3,7,57657,0,286,56,56,38.33602517927146,293
2023-07-14,4,7,162855,0,71,55,110,32.637238714465866,64
2023-07-15,5,7,57906,0,234,36,133,33.646605959133325,169
2023-07-16,6,7,111413,0,261,71,147,34.86701438777018,217
2023-07-17,0,7,104028,0,291,76,141,33.693585648190265,287
2023-07-18,1,7,57287,0,156,82,88,26.027904102458344,179
2023-07-19,2,7,83660,0,76,88,55,33.34054573219867,126
2023-07-20,3,7,110504,0,90,67,51,30.625669695258225,106
2023-07-21,4,7,152979,0,129,98,83,36.350408341719664,164
2023-07-22,5,7,84701,0,211,82,67,35.06149538343426,230
2023-07-23,6,7,133300,0,209,44,100,16.034359561681498,197
2023-07-24,0,7,198746,0,267,55,79,24.47217725831513,203
2023-07-25,1,7,133560,0,138,77,20,15.867903804597365,189
2023-07-26,2,7,93642,0,115,48,84,17.551873119152447,93
